OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,isPurebred,ReproductiveStatus
1,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Dog,Female,Adolescent,Border Collie Mix,Black/White,0,Neutered
0,Dog,Male,Adult,Toy Poodle,White,1,Neutered
2,Dog,Male,Adolescent,Labrador Retriever Mix,Tan/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
1,Dog,Male,Adult,Golden Retriever/Labrador Retriever,Brown,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Yellow,0,Neutered
0,Dog,Female,Adolescent,Boxer Mix,Brown Brindle/White,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Adult,Chihuahua Shorthair Mix,Fawn/Tan,0,Intact
2,Dog,Male,Adolescent,Shih Tzu,Black/White,1,Neutered
1,Dog,Male,Adolescent,Jack Russell Terrier/Unknown,Brown/White,0,Neutered
1,Dog,Male,Adolescent,Pit Bull Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Maine Coon Mix,Brown Tabby,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Adult,Pit Bull Mix,Tan/White,0,Neutered
4,Dog,Female,Adult,Chihuahua Shorthair Mix,Black/Brown,0,Neutered
0,Dog,Male,Adolescent,Miniature Poodle Mix,Black/White,0,Neutered
2,Dog,Male,Senior,Shih Tzu,Brown/White,1,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
1,Cat,Male,Adult,Domestic Longhair Mix,Orange Tabby,0,Neutered
1,Dog,Female,Adult,Great Dane Mix,Brown,0,Neutered
0,Dog,Male,Adult,German Shepherd,Black/Brown,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair/Dachshund,Tricolor,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Tan,0,Neutered
0,Dog,Female,Adolescent,Black/Tan Hound,Black/Tan,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Fawn/White,0,Neutered
2,Dog,Female,Adult,West Highland,White,1,Neutered
2,Cat,Male,Adult,Domestic Longhair Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue/White,0,Intact
0,Dog,Male,Baby,Pit Bull Mix,Brown/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Male,Baby,German Shepherd/Labrador Retriever,Buff,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
3,Dog,Female,Senior,Labrador Retriever Mix,Black,0,Neutered
0,Dog,Male,Adolescent,Chow Chow/Labrador Retriever,Black/Brown,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
1,Dog,Male,Adult,Staffordshire Mix,Brown/White,0,Neutered
1,Dog,Male,Adult,Labrador Retriever Mix,Buff,0,Neutered
1,Dog,Male,Adult,Rat Terrier,Blue/White,1,Neutered
2,Dog,Male,Adult,Havanese/Lhasa Apso,White,0,Neutered
1,Dog,Male,Adult,Rhod Ridgeback Mix,Red/White,0,Neutered
0,Dog,Female,Adult,Italian Greyhound Mix,Fawn,0,Neutered
2,Cat,Male,Adult,Domestic Longhair Mix,Black/Brown Tabby,0,Neutered
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Tan/White,0,Neutered
2,Dog,Female,Adolescent,Labrador Retriever Mix,Yellow,0,Neutered
0,Dog,Female,Baby,Jack Russell Terrier Mix,Tricolor,0,Neutered
0,Dog,Male,Adult,American Eskimo/Australian Shepherd,Cream,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
1,Dog,Female,Senior,Maltese/Miniature Poodle,White,0,Neutered
2,Cat,Female,Senior,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue,0,Intact
0,Dog,Female,Baby,Anatol Shepherd Mix,White,0,Neutered
1,Dog,Male,Senior,Beagle Mix,Black/Brown,0,Neutered
0,Dog,Female,Adolescent,Dachshund Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,Australian Cattle Dog Mix,Red Merle,0,Neutered
0,Dog,Female,Adult,Pit Bull Mix,White,0,Neutered
3,Cat,Female,Senior,Domestic Shorthair Mix,Calico,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Female,Adolescent,Siberian Husky Mix,Red/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Brown Brindle/White,0,Intact
1,Dog,Male,Adult,Labrador Retriever,Buff,1,Neutered
0,Dog,Female,Adolescent,American Pit Bull Terrier Mix,Red/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
3,Cat,Female,Adult,Domestic Medium Hair Mix,Brown Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,Rhod Ridgeback Mix,Brown/Red,0,Neutered
0,Dog,Male,Adult,German Shepherd,Sable,1,Neutered
0,Dog,Male,Baby,Jack Russell Terrier Mix,Tricolor,0,Neutered
3,Dog,Male,Adult,Labrador Retriever/Pit Bull,Black Brindle/Brown Brindle,0,Intact
0,Dog,Male,Adolescent,Doberman Pinsch,Black/Tan,1,Neutered
0,Cat,Female,Baby,Siamese Mix,Lynx Point,0,Intact
2,Dog,Male,Senior,Chihuahua Shorthair Mix,White,0,Intact
2,Cat,Female,Baby,Domestic Medium Hair Mix,Black,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Dog,Male,Senior,Maltese Mix,White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
2,Dog,Female,Baby,Australian Cattle Dog/Boxer,Black/White,0,Neutered
1,Dog,Female,Senior,Basset Hound/Beagle,Tan/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Tortie,0,Unknown
0,Dog,Female,Baby,Labrador Retriever/Plott Hound,Brown Brindle,0,Neutered
2,Dog,Female,Adult,Shih Tzu,Tan/White,1,Intact
2,Dog,Male,Senior,Shih Tzu,Tan/White,1,Neutered
0,Dog,Female,Adolescent,Miniature Schnauzer Mix,Blue Merle,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Male,Senior,Domestic Longhair Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Dog,Male,Adolescent,American Bulldog Mix,Brown Brindle/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
1,Dog,Female,Senior,Jack Russell Terrier Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Female,Adult,Cardigan Welsh Corgi Mix,Black/White,0,Neutered
3,Cat,Male,Senior,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Senior,Maltese Mix,White,0,Neutered
2,Cat,Male,Adolescent,Siamese Mix,Flame Point,0,Neutered
0,Dog,Female,Baby,Australian Cattle Dog Mix,Black/Tan,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue,0,Unknown
1,Dog,Male,Adult,Rhod Ridgeback,Tan/White,1,Neutered
1,Cat,Female,Senior,Domestic Longhair Mix,Black/White,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Orange Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Orange Tabby/White,0,Unknown
1,Dog,Female,Adult,Staffordshire Mix,Buff/White,0,Intact
2,Cat,Male,Baby,Siamese Mix,Blue Point,0,Neutered
2,Dog,Male,Baby,Australian Cattle Dog/Jack Russell Terrier,Black/White,0,Intact
0,Dog,Male,Adolescent,Chihuahua Shorthair/Jack Russell Terrier,Brown/White,0,Neutered
0,Dog,Female,Adolescent,Samoyed Mix,White,0,Neutered
2,Cat,Male,Adult,Domestic Medium Hair Mix,Blue,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Female,Adult,Domestic Medium Hair Mix,Blue Tabby,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Torbie,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Baby,Chihuahua Shorthair/Pug,Sable,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair/Siamese,Black,0,Neutered
0,Dog,Female,Adult,Miniature Poodle,Gray,1,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Dog,Female,Adolescent,Rat Terrier Mix,Black/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Intact
0,Dog,Male,Adult,Boxer Mix,Brown/White,0,Neutered
1,Dog,Female,Senior,Labrador Retriever Mix,Black/White,0,Neutered
2,Dog,Female,Adult,Boxer Mix,Brown Brindle/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Dog,Male,Adolescent,American Bulldog Mix,Brown Brindle/White,0,Neutered
2,Dog,Male,Senior,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Dog,Female,Adolescent,Dachshund/Miniature Poodle,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Female,Adult,Chihuahua Shorthair Mix,Black/Brown,0,Neutered
0,Dog,Male,Adult,Parson Russell Terrier Mix,Tan/White,0,Neutered
1,Dog,Female,Adult,Labrador Retriever Mix,Black,0,Neutered
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Brown,0,Intact
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Red/White,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Cat,Male,Baby,Siamese Mix,Lynx Point,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Cream Tabby,0,Neutered
3,Cat,Male,Senior,Domestic Shorthair Mix,Black,0,Intact
0,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Orange,0,Unknown
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Adolescent,Shih Tzu,Black/White,1,Intact
1,Dog,Female,Adult,Rhod Ridgeback,Brown,1,Neutered
0,Dog,Female,Adolescent,Border Terrier/Yorkshire Terrier,Tan/White,0,Neutered
1,Dog,Male,Adolescent,Unknown Mix,Gray/Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair/Smooth Fox Terrier,Brown/White,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever Mix,Tan/White,0,Neutered
3,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Black,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black,0,Intact
0,Cat,Male,Baby,Domestic Shorthair,Black,1,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
0,Dog,Female,Baby,Australian Cattle Dog Mix,Tan/White,0,Neutered
1,Dog,Male,Baby,Rhod Ridgeback Mix,Red,0,Intact
1,Dog,Male,Adolescent,Chinese Sharpei Mix,Black/Tan,0,Neutered
3,Cat,Male,Adolescent,Domestic Medium Hair Mix,Orange Tabby/White,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Cream/White,0,Unknown
0,Dog,Female,Adult,Australian Cattle Dog Mix,Brown/White,0,Neutered
0,Dog,Male,Baby,Labrador Retriever Mix,Black/White,0,Neutered
1,Dog,Female,Baby,Border Collie/Dachshund,Red/White,0,Intact
0,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Senior,Chihuahua Shorthair Mix,Chocolate/White,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Female,Baby,German Shepherd Mix,Black/Brown,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
1,Dog,Male,Adult,Golden Retriever Mix,Gold/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Female,Baby,Treeing Cur Mix,Black,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Neutered
2,Dog,Female,Adolescent,Italian Greyhound Mix,Orange/White,0,Intact
2,Cat,Female,Adolescent,American Shorthair Mix,Black/White,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Male,Baby,Keeshond,Black/Brown,1,Neutered
2,Dog,Female,Baby,Pit Bull Mix,Chocolate/White,0,Intact
0,Dog,Male,Adolescent,Blue Lacy,Brown/Tan,1,Neutered
1,Dog,Female,Adult,Pit Bull Mix,White,0,Intact
2,Cat,Female,Adolescent,Domestic Longhair Mix,Black,0,Intact
0,Cat,Female,Adolescent,Maine Coon Mix,Brown Tabby,0,Neutered
2,Dog,Male,Baby,Dachshund/Rat Terrier,Red Merle/White,0,Intact
0,Dog,Male,Adolescent,Yorkshire Terrier Mix,Silver/Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Cream Tabby/White,0,Neutered
1,Dog,Female,Adult,Boxer Mix,Brown,0,Neutered
2,Cat,Male,Adult,Siamese Mix,White,0,Neutered
1,Dog,Female,Baby,Miniature Schnauzer Mix,Black/Tan,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Gray/White,0,Intact
0,Dog,Female,Adolescent,Border Collie Mix,Chocolate/Cream,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
2,Dog,Male,Adolescent,Pit Bull Mix,Black,0,Neutered
1,Dog,Male,Adult,Pit Bull Mix,Black/White,0,Neutered
0,Dog,Male,Senior,Basenji Mix,Brown,0,Neutered
1,Dog,Female,Adult,American Pit Bull Terrier Mix,Brown Brindle/White,0,Neutered
0,Dog,Female,Adolescent,American Staffordshire Terrier Mix,Chocolate/White,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Black Brindle/White,0,Neutered
2,Dog,Male,Baby,German Shepherd/Labrador Retriever,Black/White,0,Intact
1,Dog,Female,Adolescent,Australian Shepherd/Labrador Retriever,Black/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Cream Tabby/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Silver Tabby,0,Neutered
4,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Dog,Male,Adolescent,Pit Bull Mix,Chocolate/White,0,Neutered
3,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Female,Adolescent,Dachshund Mix,Brown/White,0,Neutered
2,Cat,Female,Senior,Domestic Medium Hair Mix,Tortie,0,Neutered
3,Dog,Male,Adolescent,Pit Bull Mix,Black/Brown,0,Neutered
0,Dog,Male,Adult,Pomeranian Mix,Sable,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
0,Dog,Female,Senior,Labrador Retriever Mix,Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Senior,German Shepherd Mix,Sable,0,Intact
1,Dog,Female,Adolescent,Yorkshire Terrier Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adolescent,Siberian Husky Mix,Silver/White,0,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Tan/White,0,Intact
0,Dog,Female,Adolescent,Australian Cattle Dog Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Border Collie/Cairn Terrier,Black/White,0,Neutered
0,Dog,Female,Adult,Chihuahua Shorthair Mix,Tan,0,Neutered
1,Dog,Male,Senior,Anatol Shepherd Mix,Yellow,0,Neutered
1,Dog,Male,Adolescent,Basset Hound Mix,Brown,0,Neutered
2,Cat,Female,Baby,Domestic Longhair Mix,Black,0,Intact
0,Cat,Male,Baby,Domestic Medium Hair Mix,Blue Tabby/White,0,Neutered
2,Cat,Male,Baby,Domestic Longhair Mix,Black Tabby,0,Intact
2,Dog,Female,Adolescent,Finnish Spitz Mix,White,0,Neutered
2,Cat,Female,Baby,Balinese Mix,Seal Point,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Intact
1,Dog,Male,Adult,Labrador Retriever Mix,Yellow,0,Neutered
0,Dog,Female,Adolescent,Standard Schnauzer Mix,Blue,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
1,Dog,Male,Adult,Beagle,Tan/White,1,Neutered
4,Cat,Male,Baby,Domestic Medium Hair Mix,Black/White,0,Intact
0,Dog,Male,Senior,Miniature Poodle/Miniature Schnauzer,White,0,Neutered
1,Dog,Male,Senior,Yorkshire Terrier Mix,Black/Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Adolescent,Dachshund/Rat Terrier,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Cream/Tortie,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
3,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
1,Cat,Male,Adult,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Cream/Blue Tabby,0,Neutered
3,Dog,Male,Adolescent,German Shepherd Mix,Brown,0,Neutered
0,Dog,Female,Adolescent,Australian Kelpie Mix,Black/Brown,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Male,Baby,Border Terrier Mix,Tan,0,Intact
1,Dog,Male,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
1,Cat,Male,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Fawn/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Dog,Female,Baby,Australian Cattle Dog/Labrador Retriever,Black/White,0,Neutered
2,Dog,Female,Baby,Border Collie/Labrador Retriever,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Adult,Siberian Husky Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Intact
2,Dog,Male,Adolescent,Rottweiler Mix,Black/Tan,0,Neutered
0,Dog,Male,Adult,Basset Hound Mix,Black/White,0,Neutered
2,Cat,Male,Adult,Domestic Shorthair Mix,Blue Tabby,0,Neutered
2,Dog,Female,Adult,Great Dane,Black/White,1,Neutered
1,Dog,Male,Adult,Great Dane,Black/White,1,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Male,Senior,Domestic Shorthair,Brown Tabby,1,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Adolescent,Yorkshire Terrier,Black/Tan,1,Neutered
0,Dog,Male,Adult,Australian Cattle Dog/Great Pyrenees,Red Tick/White,0,Neutered
3,Cat,Male,Senior,Domestic Shorthair Mix,Orange Tabby,0,Intact
2,Dog,Male,Adolescent,Pit Bull Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
4,Cat,Male,Baby,Manx Mix,Brown Tabby,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie/White,0,Neutered
0,Dog,Female,Adolescent,Bull Terrier/Jack Russell Terrier,Brown Brindle/White,0,Neutered
1,Dog,Female,Adult,Dachshund,Tan/White,1,Neutered
0,Dog,Male,Adolescent,Yorkshire Terrier Mix,Black/Brown,0,Neutered
1,Dog,Male,Adolescent,Ibizan Hound/Pit Bull,Tan/White,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Dog,Female,Adolescent,Havanese Mix,White,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Intact
0,Dog,Female,Baby,Catahoula Mix,Blue/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
2,Cat,Male,Adult,Maine Coon Mix,Brown Tabby,0,Neutered
3,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Brown/White,0,Neutered
0,Dog,Female,Adult,German Shepherd Mix,Black/Tan,0,Neutered
1,Dog,Male,Adult,Australian Cattle Dog/Catahoula,Tricolor,0,Neutered
2,Dog,Male,Senior,German Shepherd,Black/Brown,1,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Intact
2,Dog,Female,Adult,Cocker Spaniel Mix,Red/White,0,Neutered
0,Dog,Male,Adolescent,Rottweiler Mix,Black/Tan,0,Neutered
1,Dog,Male,Adult,Standard Poodle Mix,White,0,Neutered
0,Dog,Male,Baby,Cairn Terrier Mix,Black/Brown,0,Neutered
0,Dog,Male,Adolescent,Australian Cattle Dog/Golden Retriever,Tan,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black/White,0,Unknown
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Dog,Male,Baby,German Shepherd/Labrador Retriever,Tan,0,Neutered
1,Dog,Female,Adolescent,Nova Scotia Duck Tolling Retriever Mix,Tan/White,0,Intact
1,Dog,Male,Adult,Chow Chow Mix,Black,0,Intact
0,Dog,Male,Adolescent,Cardigan Welsh Corgi/Dachshund,Blue Merle,0,Neutered
1,Dog,Female,Senior,Rat Terrier Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,American Staffordshire Terrier Mix,Brown Brindle/White,0,Neutered
0,Dog,Male,Adolescent,American Pit Bull Terrier Mix,Tan/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Dog,Male,Baby,Labrador Retriever Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
1,Dog,Female,Senior,Chihuahua Shorthair Mix,White,0,Neutered
4,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Male,Adult,Australian Cattle Dog Mix,Black/Brown,0,Intact
0,Dog,Female,Adolescent,American Staffordshire Terrier Mix,White,0,Neutered
2,Dog,Male,Senior,Boston Terrier Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Black/White,0,Intact
0,Dog,Female,Adolescent,Siberian Husky Mix,Sable/White,0,Neutered
0,Dog,Male,Adolescent,Great Dane/Labrador Retriever,Black,0,Neutered
3,Dog,Male,Senior,German Shepherd/Siberian Husky,White,0,Neutered
0,Dog,Female,Adolescent,Chow Chow Mix,Tan,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Male,Adult,Dachshund/Whippet,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Intact
1,Dog,Male,Adolescent,Boston Terrier Mix,Black Brindle/White,0,Neutered
0,Cat,Male,Senior,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Medium Hair,Calico,1,Intact
0,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Orange Tabby/White,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Longhair Mix,Brown Tabby,0,Intact
1,Dog,Male,Senior,Golden Retriever Mix,Gold,0,Neutered
0,Dog,Male,Baby,Pit Bull Mix,Brown/White,0,Neutered
0,Dog,Female,Baby,Pointer Mix,Orange/White,0,Neutered
