OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,isPurebred,Breed 1,Breed 2,Color 1,Color 2
Return_to_owner,Cat,Neutered Male,4 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Dog,Spayed Female,3 years,0,Great Dane Mix,Great Dane Mix,Brown,Brown
Adoption,Dog,Neutered Male,4 years,1,German Shepherd,German Shepherd,Black,Brown
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Spayed Female,2 years,0,Chihuahua Shorthair,Dachshund,Tricolor,Tricolor
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Adoption,Dog,Spayed Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Tan,Tan
Adoption,Dog,Spayed Female,1 year,0,Black,Tan Hound,Black,Tan
Transfer,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Fawn,White
Transfer,Dog,Spayed Female,6 years,1,West Highland,West Highland,White,White
Transfer,Cat,Neutered Male,3 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,Black
Transfer,Cat,Intact Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Adoption,Dog,Neutered Male,2 months,0,Pit Bull Mix,Pit Bull Mix,Brown,White
Transfer,Cat,Neutered Male,11 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Neutered Male,2 months,0,German Shepherd,Labrador Retriever,Buff,Buff
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Euthanasia,Dog,Spayed Female,9 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Adoption,Dog,Neutered Male,2 years,0,Chow Chow,Labrador Retriever,Black,Brown
Adoption,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Return_to_owner,Dog,Neutered Male,7 years,0,Staffordshire Mix,Staffordshire Mix,Brown,White
Return_to_owner,Dog,Neutered Male,4 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Buff,Buff
Return_to_owner,Dog,Neutered Male,5 years,1,Rat Terrier,Rat Terrier,Blue,White
Transfer,Dog,Neutered Male,4 years,0,Havanese,Lhasa Apso,White,White
Return_to_owner,Dog,Neutered Male,5 years,0,Rhod Ridgeback Mix,Rhod Ridgeback Mix,Red,White
Adoption,Dog,Spayed Female,4 years,0,Italian Greyhound Mix,Italian Greyhound Mix,Fawn,Fawn
Transfer,Cat,Neutered Male,4 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,Brown Tabby
Adoption,Dog,Neutered Male,2 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Transfer,Dog,Spayed Female,2 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Adoption,Dog,Spayed Female,1 month,0,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Tricolor,Tricolor
Adoption,Dog,Neutered Male,3 years,0,American Eskimo,Australian Shepherd,Cream,Cream
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Cream Tabby
Return_to_owner,Dog,Spayed Female,8 years,0,Maltese,Miniature Poodle,White,White
Transfer,Cat,Intact Female,8 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Cat,Intact Female,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Adoption,Dog,Spayed Female,3 months,0,Anatol Shepherd Mix,Anatol Shepherd Mix,White,White
Return_to_owner,Dog,Neutered Male,8 years,0,Beagle Mix,Beagle Mix,Black,Brown
Adoption,Dog,Spayed Female,1 year,0,Dachshund Mix,Dachshund Mix,Black,White
Transfer,Dog,Neutered Male,1 year,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Red Merle,Red Merle
Adoption,Dog,Spayed Female,6 years,0,Pit Bull Mix,Pit Bull Mix,White,White
Euthanasia,Cat,Intact Female,8 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Transfer,Cat,Spayed Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Spayed Female,10 months,0,Siberian Husky Mix,Siberian Husky Mix,Red,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Dog,Intact Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Brown Brindle,White
Return_to_owner,Dog,Neutered Male,4 years,1,Labrador Retriever,Labrador Retriever,Buff,Buff
Adoption,Dog,Spayed Female,10 months,0,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Red,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Euthanasia,Cat,Intact Female,5 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Neutered Male,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Neutered Male,2 years,0,Rhod Ridgeback Mix,Rhod Ridgeback Mix,Brown,Red
Adoption,Dog,Neutered Male,6 years,1,German Shepherd,German Shepherd,Sable,Sable
Adoption,Dog,Neutered Male,1 month,0,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Tricolor,Tricolor
Euthanasia,Dog,Intact Male,6 years,0,Labrador Retriever,Pit Bull,Black Brindle,Brown Brindle
Adoption,Dog,Neutered Male,2 years,1,Doberman Pinsch,Doberman Pinsch,Black,Tan
Adoption,Cat,Intact Female,1 month,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Transfer,Dog,Intact Male,11 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White,White
Transfer,Cat,Intact Female,4 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Black
Transfer,Cat,Spayed Female,10 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Adoption,Dog,Neutered Male,9 years,0,Maltese Mix,Maltese Mix,White,White
Transfer,Cat,Intact Male,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Dog,Spayed Female,5 months,0,Australian Cattle Dog,Boxer,Black,White
Return_to_owner,Dog,Spayed Female,10 years,0,Basset Hound,Beagle,Tan,White
Transfer,Cat,Unknown,1 week,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Adoption,Dog,Spayed Female,2 months,0,Labrador Retriever,Plott Hound,Brown Brindle,Brown Brindle
Transfer,Dog,Intact Female,3 years,1,Shih Tzu,Shih Tzu,Tan,White
Transfer,Dog,Neutered Male,8 years,1,Shih Tzu,Shih Tzu,Tan,White
Adoption,Dog,Spayed Female,1 year,0,Miniature Schnauzer Mix,Miniature Schnauzer Mix,Blue Merle,Blue Merle
Adoption,Cat,Neutered Male,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Neutered Male,10 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,White
Adoption,Dog,Neutered Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Adoption,Dog,Neutered Male,2 years,0,American Bulldog Mix,American Bulldog Mix,Brown Brindle,White
Transfer,Cat,Unknown,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Spayed Female,8 years,0,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Brown,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Spayed Female,4 years,0,Cardigan Welsh Corgi Mix,Cardigan Welsh Corgi Mix,Black,White
Euthanasia,Cat,Neutered Male,10 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Spayed Female,10 years,0,Maltese Mix,Maltese Mix,White,White
Transfer,Cat,Neutered Male,1 year,0,Siamese Mix,Siamese Mix,Flame Point,Flame Point
Adoption,Dog,Spayed Female,1 month,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,Tan
Transfer,Cat,Unknown,1 day,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Return_to_owner,Dog,Neutered Male,3 years,1,Rhod Ridgeback,Rhod Ridgeback,Tan,White
Return_to_owner,Cat,Spayed Female,12 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,White
Adoption,Cat,Spayed Female,9 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Unknown,1 week,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Unknown,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Return_to_owner,Dog,Intact Female,3 years,0,Staffordshire Mix,Staffordshire Mix,Buff,White
Transfer,Cat,Neutered Male,3 months,0,Siamese Mix,Siamese Mix,Blue Point,Blue Point
Transfer,Dog,Intact Male,3 months,0,Australian Cattle Dog,Jack Russell Terrier,Black,White
Adoption,Dog,Neutered Male,2 years,0,Chihuahua Shorthair,Jack Russell Terrier,Brown,White
Adoption,Dog,Spayed Female,1 year,0,Samoyed Mix,Samoyed Mix,White,White
Transfer,Cat,Neutered Male,5 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue,Blue
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Cat,Intact Female,7 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,Blue Tabby
Transfer,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Transfer,Cat,Intact Female,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Neutered Male,4 months,0,Chihuahua Shorthair,Pug,Sable,Sable
Adoption,Cat,Neutered Male,10 months,0,Domestic Shorthair,Siamese,Black,Black
Adoption,Dog,Spayed Female,5 years,1,Miniature Poodle,Miniature Poodle,Gray,Gray
Transfer,Cat,Intact Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Intact Female,2 years,0,Rat Terrier Mix,Rat Terrier Mix,Black,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Cat,Intact Male,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Adoption,Dog,Neutered Male,5 years,0,Boxer Mix,Boxer Mix,Brown,White
Return_to_owner,Dog,Spayed Female,9 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Transfer,Dog,Spayed Female,5 years,0,Boxer Mix,Boxer Mix,Brown Brindle,White
Transfer,Cat,Intact Female,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Dog,Neutered Male,1 year,0,American Bulldog Mix,American Bulldog Mix,Brown Brindle,White
Transfer,Dog,Neutered Male,8 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Intact Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Dog,Spayed Female,1 year,0,Dachshund,Miniature Poodle,Black,Black
Adoption,Cat,Neutered Male,5 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Spayed Female,6 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Brown
Adoption,Dog,Neutered Male,5 years,0,Parson Russell Terrier Mix,Parson Russell Terrier Mix,Tan,White
Return_to_owner,Dog,Spayed Female,7 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Return_to_owner,Dog,Intact Female,7 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Adoption,Dog,Neutered Male,7 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Red,White
Return_to_owner,Cat,Neutered Male,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Adoption,Cat,Neutered Male,3 months,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Cream Tabby
Euthanasia,Cat,Intact Male,17 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Spayed Female,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Return_to_owner,Cat,Neutered Male,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Unknown,2 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange,Orange
Transfer,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Intact Male,2 years,1,Shih Tzu,Shih Tzu,Black,White
Return_to_owner,Dog,Spayed Female,4 years,1,Rhod Ridgeback,Rhod Ridgeback,Brown,Brown
Adoption,Dog,Spayed Female,2 years,0,Border Terrier,Yorkshire Terrier,Tan,White
Return_to_owner,Dog,Neutered Male,1 year,0,Unknown Mix,Unknown Mix,Gray,Tan
Transfer,Cat,Neutered Male,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Transfer,Dog,Neutered Male,1 year,0,Chihuahua Shorthair,Smooth Fox Terrier,Brown,White
Adoption,Dog,Neutered Male,2 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Tan,White
Euthanasia,Dog,Intact Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Black
Transfer,Cat,Intact Female,7 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Neutered Male,4 months,1,Domestic Shorthair,Domestic Shorthair,Black,Black
Transfer,Dog,Neutered Male,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Dog,Spayed Female,3 months,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tan,White
Return_to_owner,Dog,Intact Male,6 months,0,Rhod Ridgeback Mix,Rhod Ridgeback Mix,Red,Red
Return_to_owner,Dog,Neutered Male,1 year,0,Chinese Sharpei Mix,Chinese Sharpei Mix,Black,Tan
Euthanasia,Cat,Intact Male,2 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,White
Transfer,Cat,Unknown,5 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream,White
Adoption,Dog,Spayed Female,7 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown,White
Adoption,Dog,Neutered Male,4 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Return_to_owner,Dog,Intact Female,2 months,0,Border Collie,Dachshund,Red,White
Adoption,Cat,Neutered Male,3 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Spayed Female,12 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Chocolate,White
Adoption,Cat,Spayed Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Spayed Female,1 month,0,German Shepherd Mix,German Shepherd Mix,Black,Brown
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Return_to_owner,Dog,Neutered Male,4 years,0,Golden Retriever Mix,Golden Retriever Mix,Gold,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Transfer,Dog,Intact Female,3 months,0,Treeing Cur Mix,Treeing Cur Mix,Black,Black
Transfer,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Transfer,Dog,Intact Female,1 year,0,Italian Greyhound Mix,Italian Greyhound Mix,Orange,White
Transfer,Cat,Intact Female,2 years,0,American Shorthair Mix,American Shorthair Mix,Black,White
Transfer,Cat,Intact Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Neutered Male,2 months,1,Keeshond,Keeshond,Black,Brown
Transfer,Dog,Intact Female,2 days,0,Pit Bull Mix,Pit Bull Mix,Chocolate,White
Adoption,Dog,Neutered Male,1 year,1,Blue Lacy,Blue Lacy,Brown,Tan
Return_to_owner,Dog,Intact Female,3 years,0,Pit Bull Mix,Pit Bull Mix,White,White
Transfer,Cat,Intact Female,2 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,Black
Adoption,Cat,Spayed Female,2 years,0,Maine Coon Mix,Maine Coon Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Intact Male,5 months,0,Dachshund,Rat Terrier,Red Merle,White
Adoption,Dog,Neutered Male,2 years,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Silver,Tan
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,White
Return_to_owner,Dog,Spayed Female,6 years,0,Boxer Mix,Boxer Mix,Brown,Brown
Transfer,Cat,Neutered Male,4 years,0,Siamese Mix,Siamese Mix,White,White
Return_to_owner,Dog,Intact Female,4 months,0,Miniature Schnauzer Mix,Miniature Schnauzer Mix,Black,Tan
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Transfer,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Gray,White
Adoption,Dog,Spayed Female,1 year,0,Border Collie Mix,Border Collie Mix,Chocolate,Cream
Transfer,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Neutered Male,10 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Transfer,Cat,Intact Male,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Cream Tabby
Transfer,Dog,Neutered Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Black,Black
Return_to_owner,Dog,Neutered Male,3 years,0,Pit Bull Mix,Pit Bull Mix,Black,White
Adoption,Dog,Neutered Male,9 years,0,Basenji Mix,Basenji Mix,Brown,Brown
Return_to_owner,Dog,Spayed Female,3 years,0,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Brown Brindle,White
Adoption,Dog,Spayed Female,2 years,0,American Staffordshire Terrier Mix,American Staffordshire Terrier Mix,Chocolate,White
Adoption,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Black Brindle,White
Transfer,Dog,Intact Male,1 month,0,German Shepherd,Labrador Retriever,Black,White
Return_to_owner,Dog,Spayed Female,2 years,0,Australian Shepherd,Labrador Retriever,Black,White
Transfer,Cat,Intact Female,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Silver Tabby,Silver Tabby
Died,Cat,Intact Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Chocolate,White
Euthanasia,Cat,Neutered Male,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Spayed Female,1 year,0,Dachshund Mix,Dachshund Mix,Brown,White
Transfer,Cat,Spayed Female,9 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Tortie,Tortie
Euthanasia,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Black,Brown
Adoption,Dog,Neutered Male,4 years,0,Pomeranian Mix,Pomeranian Mix,Sable,Sable
Transfer,Cat,Intact Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Spayed Female,11 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Tan,Tan
Adoption,Cat,Spayed Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Intact Female,12 years,0,German Shepherd Mix,German Shepherd Mix,Sable,Sable
Return_to_owner,Dog,Spayed Female,8 months,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Brown,White
Adoption,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Neutered Male,2 years,0,Siberian Husky Mix,Siberian Husky Mix,Silver,White
Transfer,Dog,Intact Male,2 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Adoption,Dog,Spayed Female,2 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,White
Adoption,Dog,Spayed Female,2 months,0,Border Collie,Cairn Terrier,Black,White
Adoption,Dog,Spayed Female,3 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Return_to_owner,Dog,Neutered Male,9 years,0,Anatol Shepherd Mix,Anatol Shepherd Mix,Yellow,Yellow
Return_to_owner,Dog,Neutered Male,1 year,0,Basset Hound Mix,Basset Hound Mix,Brown,Brown
Transfer,Cat,Intact Female,1 month,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,Black
Adoption,Cat,Neutered Male,5 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,White
Transfer,Cat,Intact Male,4 weeks,0,Domestic Longhair Mix,Domestic Longhair Mix,Black Tabby,Black Tabby
Transfer,Dog,Spayed Female,2 years,0,Finnish Spitz Mix,Finnish Spitz Mix,White,White
Transfer,Cat,Intact Female,2 months,0,Balinese Mix,Balinese Mix,Seal Point,Seal Point
Transfer,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Return_to_owner,Dog,Neutered Male,5 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Adoption,Dog,Spayed Female,1 year,0,Standard Schnauzer Mix,Standard Schnauzer Mix,Blue,Blue
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Return_to_owner,Dog,Neutered Male,7 years,1,Beagle,Beagle,Tan,White
Died,Cat,Intact Male,1 month,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,White
Adoption,Dog,Neutered Male,10 years,0,Miniature Poodle,Miniature Schnauzer,White,White
Return_to_owner,Dog,Neutered Male,8 years,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black,Tan
